date,constant,rolling_20d,rolling_60d,ewma_0.94,garch,egarch,gjr
2024-10-19,0.4640152668026961,0.33880451755317087,0.36289464139147626,0.3354171881191063,0.39591744845223975,0.375352317999911,0.37446546970715616
2024-10-20,0.46381318310894826,0.3382734956272807,0.3622876125695388,0.32521463331004824,0.38445165342473475,0.3558640149841231,0.3676726062940581
2024-10-21,0.4636282744875506,0.30862448543381127,0.35562515748770335,0.3173950079344848,0.3767454840785827,0.34844966204875893,0.3627834882297797
2024-10-22,0.46356756145060707,0.283046929389453,0.3582511392619381,0.32120478197008745,0.38742655638193735,0.3916621880672147,0.3834379362669095
2024-10-23,0.46336578032287024,0.2819646964942385,0.3361850682743522,0.3114198125397148,0.37719518832444915,0.36757000116207617,0.3752588564417464
2024-10-24,0.46321405984380515,0.2899789595379733,0.33755734819529937,0.30666020717871373,0.37561249607554564,0.38094026169912815,0.37735695263894475
2024-10-25,0.46316390879888164,0.29386688364073366,0.3414854392173457,0.3140674815589594,0.38658080127758154,0.3915635039770209,0.37854942497521016
2024-10-26,0.463087932412272,0.309055860764153,0.34139576699191804,0.31658450000986366,0.3932942387032621,0.42205368559486794,0.3933024575409632
2024-10-27,0.46289246743040063,0.3077070596738094,0.3217339030918101,0.307707716266077,0.38271726268656725,0.39758152976096667,0.38397871405628364
2024-10-28,0.46273105104299367,0.30592563161756375,0.32186467777944633,0.30301695442102633,0.37808171191305956,0.3882312626581321,0.37788502144171915
2024-10-29,0.46272046577864717,0.3169349017729767,0.32637784277132215,0.3148589460396651,0.3893591426640249,0.3980499237099515,0.3780254872964076
2024-10-30,0.4628870315689094,0.316702676532637,0.3347938826277697,0.34302332777235073,0.4214896082267399,0.42305293919590453,0.3899361384607596
2024-10-31,0.4626953667933234,0.31680061762193856,0.33505420751542264,0.3331966976472681,0.40751366138728234,0.40553075828379503,0.38208722560441555
2024-11-01,0.46270937071017487,0.3286088211901707,0.3356623162886792,0.34263406361053683,0.4202879577576155,0.4507839337245764,0.41041832886190366
2024-11-02,0.46253905720519695,0.33287920401755017,0.33187645258168536,0.3346650939490802,0.40909839015813837,0.4399596492216809,0.40331810212903735
2024-11-03,0.4623424190977742,0.3319235078780354,0.32562840234727897,0.3246499287072408,0.39609926650346683,0.41373218384933086,0.39266153171364687
2024-11-04,0.46216074033162985,0.28702494561087594,0.32618344803613103,0.3162594203068125,0.38690563428620683,0.40409726116124917,0.3860623615109873
2024-11-05,0.46200948517143486,0.28790970406058636,0.3201939979909892,0.3111012302985162,0.3830525559927649,0.40956764613525704,0.38575136353183864
2024-11-06,0.4619251080854105,0.29736932099000885,0.30995476788775533,0.31441498112925237,0.3870440963305153,0.40919724194309415,0.3830322138838381
2024-11-07,0.4636122389927185,0.4331366615304429,0.35669623901865455,0.4656819059079209,0.5672707621836269,0.5062521190193456,0.4669186934846813
2024-11-08,0.46341472520146537,0.43189839840232447,0.35641492598353575,0.45170205183885836,0.5343013790566749,0.46339703146694655,0.44776342725525625
2024-11-09,0.4632292761510749,0.4313386706663502,0.34935072488380253,0.43916926621503094,0.5061868311123112,0.4348240314518392,0.43150938887288187
2024-11-10,0.46303172745552773,0.4312715937260181,0.34915988678393767,0.4259554336826883,0.4803452553768992,0.405132917419083,0.41670737201772884
2024-11-11,0.4633541184169154,0.4416069367047898,0.3594325034186757,0.4534052271632522,0.5088898108745029,0.43964414293247756,0.4296304615137551
2024-11-12,0.4655399862232666,0.5490873750779727,0.4098847247114069,0.5926859146851289,0.6805329134998368,0.5473375770691987,0.5211125011132228
2024-11-13,0.46536118244405683,0.545740786173581,0.4046698759956492,0.575559314892206,0.6367003197811255,0.5122914537607901,0.4982985255420554
2024-11-14,0.46535566788658833,0.5469758531893281,0.40607282016359886,0.5699948679175381,0.6112164157742399,0.500395899948446,0.4838247525064617
2024-11-15,0.465486904682999,0.5622709425208858,0.41383681117296395,0.5708585837468987,0.6010884964653846,0.5438004525378082,0.5085112522703632
2024-11-16,0.46571047688714395,0.5708151538568307,0.41767543278379243,0.5790014621217805,0.5991952176018709,0.5427598018525132,0.5023694522995298
2024-11-17,0.4655218637752384,0.5759400578075706,0.41426469331418336,0.5617808925347187,0.5634627380066627,0.502389792507301,0.48033446613335756
2024-11-18,0.4653416365884014,0.5789400169046709,0.4141681458473646,0.5455256239325328,0.5325969496117515,0.4754253940900187,0.46212662707330304
2024-11-19,0.4651541495741072,0.5702633388880725,0.4131018543835023,0.5297657229121768,0.500473671474893,0.4487792415477299,0.45139354012903127
2024-11-20,0.4650386331150855,0.5673856423615239,0.41399039770033186,0.5194188762760853,0.48293711685229496,0.43851761878122414,0.43827738231810837
2024-11-21,0.4649387643705131,0.5454918087480509,0.4150497098086028,0.5105587333328511,0.46964067297936796,0.432650736531099,0.42796780853838756
2024-11-22,0.46516898429873016,0.5455956581955528,0.4219208710599192,0.5239315933428371,0.4928348848019275,0.46022889547186707,0.4381029075786134
2024-11-23,0.4649752490826214,0.5423257335810547,0.4211364565785174,0.5083430841131397,0.46840290695118486,0.42790494651362176,0.42243452225285616
2024-11-24,0.4648193199557894,0.5453997506578185,0.42283641801532956,0.4951824245655383,0.4518197009749898,0.425957395792012,0.4157066702785103
2024-11-25,0.4646229188877457,0.535910360403437,0.4196611097867467,0.48018931997729963,0.43269555027506024,0.39680150266453956,0.4030061545144405
2024-11-26,0.4650261949833106,0.5890999055361739,0.4328052844131576,0.5046921496828435,0.4843991955428171,0.5021074689425846,0.4867473262326966
2024-11-27,0.46486831849323057,0.5247080974295245,0.43437445161975474,0.491535978128353,0.4652780516377204,0.48428507227379464,0.4702227860803382
2024-11-28,0.4650801042040646,0.5366673159714856,0.4409149601088233,0.5053490454769097,0.48758876831670184,0.499331982540468,0.4717869554749145
2024-11-29,0.4648879774627715,0.5393793766009973,0.4408558303467884,0.4901151386519691,0.46408307972330887,0.46248956960286824,0.45204288556949695
2024-11-30,0.464765013678445,0.5389287282744444,0.43281007312929554,0.4808413497323837,0.45112295925264045,0.4481515636394519,0.4383709321103386
2024-12-01,0.4645990283788848,0.5275743911600088,0.4233637842733056,0.467939772551811,0.4357887271391201,0.4376773122891748,0.4274046494766002
2024-12-02,0.4644165612621644,0.3984168183163207,0.4226963971167981,0.45491898387407315,0.42033092588076093,0.4144321265875722,0.41379093228201685
2024-12-03,0.46427658067810923,0.4017203267882051,0.4250986412798714,0.44466944147102383,0.41289454948645377,0.42039423550076893,0.4109121695728936
2024-12-04,0.46408150225686917,0.390527625437771,0.42435620189004003,0.43115875680457566,0.3993587321031158,0.39098076821980204,0.3988779206512681
2024-12-05,0.4640625696322119,0.3703277028026084,0.4262746542670279,0.43278030162563763,0.40958397145299635,0.4045834340633057,0.39960276568512565
2024-12-06,0.46398904040705835,0.35586334786220924,0.4306400773391949,0.4282438310318659,0.4122502702731445,0.43090716373134524,0.41043790695281723
2024-12-07,0.4640485109169648,0.3708305667057376,0.43266183507337297,0.43626619038161274,0.4292185817341698,0.4446516497114095,0.41393249950661115
2024-12-08,0.4638543871417158,0.3681924268013972,0.43250799405805956,0.42297577705235884,0.41334270360946984,0.41144328243826783,0.4015100977333682
2024-12-09,0.4636934177872883,0.3691075886017431,0.4270095958016591,0.41325944191979935,0.4036806098706603,0.3992225359127501,0.3929244481023056
2024-12-10,0.463838413245509,0.39553081554776265,0.4366484938013934,0.4264700982775088,0.4335690645779305,0.4661067195010916,0.4400889299740867
2024-12-11,0.4636622195751511,0.3908988979561886,0.4340345749139139,0.41458117362846847,0.41929934633968935,0.4465487218893949,0.4271200711814748
2024-12-12,0.46393773090215046,0.3944042975097457,0.441213496731392,0.44078343619849736,0.4588875015001754,0.47311688520771067,0.43924313548463284
2024-12-13,0.46377811512667,0.3967406613883555,0.44213222441782013,0.42955663468457994,0.442798617443304,0.45975875845618736,0.4290173580296562
2024-12-14,0.46362367392448495,0.3962365152694011,0.43331133492649476,0.42009274035187627,0.4291764609578074,0.4397305511407893,0.41686000139686763
2024-12-15,0.46343144931277747,0.3963765381405674,0.43335815127383276,0.40730844872918587,0.41335182387289376,0.4100627873239331,0.40434638732229866
2024-12-16,0.4634132904748268,0.3557656162689708,0.43560726045363024,0.41053682909782846,0.4207880007007225,0.4192474664605186,0.4039120290331161
2024-12-17,0.4632749784702606,0.35110228815101424,0.4354034605035541,0.403228116877582,0.412494186441383,0.41014979548705405,0.3963662341781802
2024-12-18,0.4630825492517661,0.32488373551878796,0.43536782882677394,0.39096531199026097,0.3990164994874612,0.3826831371494261,0.38663608085437845
2024-12-19,0.463663803426741,0.39345631833199946,0.455132727732228,0.44000826620403444,0.4797478626521097,0.5117350951038023,0.49992163025735425
2024-12-20,0.46363024600664543,0.40046027894825514,0.459864429602101,0.4379714259456566,0.4745529529253878,0.5233581862563401,0.49888040812523926
2024-12-21,0.4634387882844247,0.398510052534085,0.45570671833949566,0.4247605535673552,0.4521447447270696,0.4763228654756195,0.4753592152481034
2024-12-22,0.4632563329188045,0.3980579408140979,0.45617390035597183,0.4123623413604045,0.4341070870274473,0.44960488010529265,0.456290433829673
2024-12-23,0.4631818929769374,0.40245286916559014,0.457989770220462,0.40869026655352547,0.43208037316878883,0.465741247759197,0.45654576120901447
2024-12-24,0.4629970331724391,0.4026930551285416,0.4566640387643202,0.39660953093373363,0.4166318937241768,0.43883829685322534,0.43955229051788275
2024-12-25,0.46318576119776295,0.41799048043601733,0.4587677879344719,0.4179807527844766,0.44732030505282666,0.46079402857210916,0.44474508764688364
2024-12-26,0.46300088747114665,0.4099609050239718,0.4587608614307314,0.4059905608743256,0.42933824719302105,0.430571965559994,0.4285720555223038
2024-12-27,0.46310582141868833,0.4108096016098649,0.46661519273474455,0.4168483110611998,0.44937367431828684,0.484531295841298,0.46139669765617164
2024-12-28,0.46298789634761683,0.41425481416280874,0.4664995705251912,0.40953375305439427,0.43951151652452436,0.4821756380385204,0.45412085866829416
2024-12-29,0.46281801775442627,0.41307386592907336,0.460967058516735,0.3991952493932183,0.424298950342708,0.4532168030647795,0.43746537978432093
2024-12-30,0.46270156875901125,0.39628221150319903,0.46273245304511423,0.392748672779439,0.4187016875952233,0.45763019131154614,0.4341321047654694
2024-12-31,0.4625359637308876,0.39667380004538294,0.45825269967837623,0.38256547069864294,0.4077531424443832,0.44308409617284933,0.42292194986941906
2025-01-01,0.4623586352442202,0.3560784917795758,0.4571642042378143,0.3723752007576631,0.39695371072433966,0.42010178700242756,0.41068942244023143
2025-01-02,0.46218960848368323,0.3584262533506398,0.45697060456630567,0.3633773242710956,0.3887045834795049,0.40380440373866755,0.40058299858828855
2025-01-03,0.4621412318548972,0.3682543178025411,0.45800504575510403,0.3666653608687991,0.3963238231606213,0.41008580632029223,0.3988810071326247
2025-01-04,0.4619818870892729,0.37190889810073674,0.45634112282335954,0.3588543771307977,0.3893003116019472,0.398017930410972,0.39098148817079037
2025-01-05,0.4617928399161774,0.3546617208925901,0.45519645192507685,0.3479596746763394,0.37981160474382164,0.37418300261604154,0.3824398706474005
2025-01-06,0.4616040173686719,0.34759499470735217,0.4199849775448985,0.3373738160069793,0.37174719742609064,0.353652562166784,0.37511526101931997
2025-01-07,0.46172464053544227,0.3779101814302421,0.42556420061158323,0.35936564790629016,0.4031065042886437,0.3853660274460934,0.3876812780570066
2025-01-08,0.46212773057048806,0.36487038217478146,0.44058553207594486,0.39995175170218616,0.45981245382053293,0.4859838413505658,0.471427526128284
2025-01-09,0.46203174313896456,0.3601191745303445,0.4432526231447799,0.39502848121282264,0.45094372041666403,0.4883838651375266,0.4656889265834753
2025-01-10,0.46201665940365694,0.37123725814105,0.4379530856899973,0.39705129174980874,0.45234769696555976,0.5071988322598352,0.4723176207789101
2025-01-11,0.46194594382880444,0.38266515736567486,0.38855966727386615,0.3960840646913623,0.4465228922386044,0.49115632869148534,0.45897241809472966
2025-01-12,0.46175926573454334,0.374753071857276,0.38807119229116194,0.38405766903715405,0.4291808118304918,0.4545421241273166,0.4415904685890311
2025-01-13,0.46157225292538834,0.3744130204152036,0.3835561006224212,0.37237159298223843,0.4141301876620136,0.42345823682718436,0.42634691333337177
2025-01-14,0.46138484244736283,0.3400791251116755,0.37539112656637014,0.3610295042783445,0.40108606277630005,0.3955771207706332,0.4129956898349779
2025-01-15,0.46128936642043084,0.348982010371967,0.367380451499005,0.3597374588572499,0.40073977614971545,0.3971306770138776,0.4066428784904975
2025-01-16,0.46145864882813603,0.3552922437090482,0.3760486976773643,0.38369848998631484,0.43108426301250763,0.4247037599934668,0.4162659093214586
2025-01-17,0.46128752471393625,0.3498443009289629,0.3760013578815792,0.373132189571521,0.41765983797059014,0.41277637282248875,0.40687362828834417
2025-01-18,0.46157105368630275,0.3827426609817793,0.38707961255329376,0.4055987940745974,0.4565962419848549,0.4456315924302674,0.42283823805982795
2025-01-19,0.46138485079767455,0.37445617324769076,0.38545940672991685,0.3932477521301326,0.4377994602105388,0.4155141903033378,0.41002370846316805
2025-01-20,0.461436406980994,0.39435060181116777,0.3895671462634167,0.40079835033219957,0.4487112611490345,0.4608077522893115,0.4368086856887132
2025-01-21,0.4612645787791874,0.39444629604541115,0.3796597439252741,0.39022116226319487,0.431678936285254,0.4351002469676177,0.42240009612002843
2025-01-22,0.46142094756864693,0.41414176840887884,0.3881769967255949,0.40977054291561515,0.45344634518967886,0.4543281569306191,0.42861576606920027
2025-01-23,0.4613676915705058,0.41987451718808805,0.3905365232372586,0.40765045250761606,0.4500667049670046,0.4713912828707133,0.4354216444617594
2025-01-24,0.46118256589621626,0.4185611817217645,0.3905449382996817,0.3953996491744078,0.43229156452860046,0.43736083876622883,0.4211769183150798
2025-01-25,0.4610082825832828,0.41886611221016745,0.3757805288577783,0.38469920274473557,0.4180204084886832,0.4156499725611342,0.40936754335842046
2025-01-26,0.4608237421297066,0.41907330983155505,0.37467351128349774,0.3729999902733538,0.40468536962214513,0.3924343893066254,0.3986562150358052
2025-01-27,0.46073054961668547,0.40536079985814594,0.3674620174222509,0.36942610970018697,0.40462794158343324,0.4120836758414622,0.4043102017594494
2025-01-28,0.46055575589573355,0.35901218240421773,0.3676371387775724,0.358879471204227,0.3944280115206407,0.3991914282390429,0.3958437396025123
2025-01-29,0.4603865409052889,0.3516122165038441,0.3662199822179761,0.34913357910254345,0.3864304675343226,0.3918126604552617,0.38946580523894697
2025-01-30,0.4603115750964512,0.33911833578218686,0.36830667817596857,0.3505090536277018,0.39073636787018534,0.39672496880603025,0.3878562391976564
2025-01-31,0.46014447847099277,0.3328297708842848,0.3684277558177624,0.34202753520350315,0.38312563674248845,0.3840016521464044,0.38094782444018965
2025-02-01,0.4600793002353974,0.34630839845877903,0.3701954357943551,0.3427078937669178,0.39019738610808885,0.4115764074282041,0.39416021276105384
2025-02-02,0.459967155165521,0.35416271779437936,0.37212084506096144,0.33884049381700365,0.3901067369537076,0.4226458194892202,0.3973735677177491
2025-02-03,0.4599869017815557,0.37289593766725604,0.3727251112781962,0.34793800098315714,0.40635368434470653,0.4593971282979448,0.4209493195293357
2025-02-04,0.46010311504511703,0.388808964174264,0.37779975799053,0.36834857160955625,0.42897522093459234,0.470778145172911,0.4251889184339377
2025-02-05,0.4602006347026224,0.3828162811941785,0.37835740597959333,0.38196791534043073,0.4464425202784921,0.5100566638257931,0.4545583260700242
2025-02-06,0.46005891658273246,0.3844867920101201,0.3792613224404129,0.3736804787109465,0.4341061124885379,0.4937168876145149,0.44414423167859135
2025-02-07,0.4598759157845203,0.3393723568381721,0.37822950150301826,0.36229776255545637,0.418480983793879,0.4551967156601195,0.4288139890250643
2025-02-08,0.4596934066001925,0.33935438418619635,0.37026030750157674,0.35127022383937045,0.40504180447218685,0.42447981637717797,0.4154936752301084
2025-02-09,0.4595109905916786,0.32278117705508164,0.3698985048567132,0.34057429832322295,0.3934711112463703,0.39873479271067797,0.40389687776064337
2025-02-10,0.459328460711118,0.32017236476930644,0.3570997903518808,0.3301997985664152,0.38350245484046946,0.3759692772885435,0.39378896059777396
2025-02-11,0.4591625869364547,0.2815901332692017,0.35700919716277685,0.3223614781527121,0.37457573632908236,0.3629114253235109,0.38361834225143104
2025-02-12,0.45905357881246733,0.27679021333212894,0.35743912573695313,0.319736023348123,0.3769318758173602,0.38287930435496426,0.38841903456849236
2025-02-13,0.45897071197136385,0.29124466942590604,0.3605463009978372,0.32193054204311783,0.381349660256214,0.3881769371946523,0.38611196824017546
2025-02-14,0.45883079101655905,0.29021997844390146,0.35623629820995784,0.31612356255134744,0.37845736096384375,0.39380262078317996,0.3852452245842825
2025-02-15,0.4586636281611323,0.2937873458240383,0.35498890553016904,0.3085559759483144,0.3719573783851832,0.3802535006441423,0.37815882966044656
2025-02-16,0.4584821737862735,0.2878683103786553,0.35498120297803054,0.299169660816369,0.36469983754482044,0.35857962455566533,0.371163788220181
2025-02-17,0.45835238983187954,0.2908252014519164,0.3362843366661799,0.2954121672297955,0.3658228223269116,0.37267922170802936,0.3743100936810912
2025-02-18,0.4581771048610562,0.2903770473162825,0.3323138772999429,0.2868727125261599,0.36038311038655085,0.36233987945923773,0.3689112366609875
2025-02-19,0.4579987939622399,0.2736304603677466,0.33229646459327455,0.2782953991206199,0.3552932734167678,0.35007016790982587,0.36369658660328924
2025-02-20,0.45784205753449203,0.27470579980030535,0.3329576476958963,0.2734802427296857,0.3536157097387945,0.3466804966829905,0.36029719979863983
2025-02-21,0.45772129687251983,0.2757445185093146,0.3316636185479633,0.27381379938788797,0.3570114551578562,0.3518044891376399,0.35977087471395575
2025-02-22,0.4576602317727079,0.280298655756424,0.33491472690348234,0.2794665553129607,0.3687478516548024,0.3855704647346177,0.37677015419057436
2025-02-23,0.4574831637551971,0.2617512252634218,0.3236186735595643,0.2715696698383166,0.36228038913555477,0.36783252103074754,0.37014720904738896
2025-02-24,0.45730698624445926,0.21872349450411482,0.323391686103514,0.26358059514377824,0.35707507718845066,0.3561387660417574,0.36496752658262327
2025-02-25,0.45769889317066287,0.2535324914372451,0.33177304371965605,0.3221328853473541,0.42540425096265105,0.4606427609959466,0.4521687770601103
2025-02-26,0.4577171625980144,0.2681262610704,0.33532341686271466,0.3325014653115344,0.43428952594010717,0.4891167632655744,0.46455717731282525
2025-02-27,0.4580850081920049,0.3120405625206162,0.348939777935448,0.3753878770470313,0.4794199885995898,0.5589503129193502,0.5209911771864223
2025-02-28,0.45790790662146597,0.313750097009333,0.3476606546645739,0.3643243958940532,0.4577427060669194,0.5088038503868308,0.49633165298838866
2025-03-01,0.45773351664230194,0.31313918961394344,0.34729554876034063,0.35355271290233803,0.43931281304368436,0.47354456192576305,0.4751393357566889
2025-03-02,0.45763039979078635,0.32601729634981363,0.34939256351318776,0.3512045017256215,0.4309263058822082,0.4588568709920632,0.4596057762252186
2025-03-03,0.4593738552405931,0.48341882255167284,0.4010773213406848,0.5038404389382469,0.6005342191314371,0.554274585480998,0.5364871309565853
2025-03-04,0.46084199424500916,0.5693922327438381,0.43532091103510184,0.5937972223234338,0.7339687427650715,0.7246634477013991,0.7212001640261437
2025-03-05,0.46069565750972297,0.5646448285158837,0.43544132508218325,0.5780741061804335,0.6765691085950526,0.6462390783953393,0.6718832856135767
2025-03-06,0.46082530291217794,0.5848864300059541,0.443291488583773,0.5806143099451997,0.6519192786746142,0.6202951626254009,0.640732269954519
2025-03-07,0.4606601273129277,0.583430191731841,0.443465045083476,0.5636422933753039,0.6038321744289833,0.5658122927345985,0.6007523353432127
2025-03-08,0.460767557269323,0.5943136813959911,0.4413490832465842,0.5639064845504803,0.5908695871717047,0.5875574630222345,0.6007414517153985
2025-03-09,0.460600772489137,0.5933643333929914,0.42991272792470236,0.5473628104153595,0.550888852891146,0.5391923469211574,0.5652441410951569
2025-03-10,0.4613288989358831,0.6299499015257409,0.4474435270649723,0.5869031756380831,0.6122129509095025,0.6411607311167734,0.6484584223149956
2025-03-11,0.46129870740570855,0.6327009738334979,0.44715539355227474,0.577712233513105,0.5838554984962631,0.6216720066100198,0.6242735845661874
2025-03-12,0.46174465234442547,0.669364620033876,0.4593800209666834,0.5997470792797258,0.6071328162359828,0.6243806931363489,0.6147383693768014
2025-03-13,0.4615846791006659,0.6663682504590284,0.4600590801503025,0.5828756363443915,0.5652800329890392,0.5650658427199422,0.5768551737336223
2025-03-14,0.4616303354870723,0.6699866433351819,0.4641710066363251,0.578422239680873,0.5529205393729557,0.5773525248014185,0.5731775760056402
2025-03-15,0.46170971428010193,0.6864761134282729,0.4706224912658002,0.5778227735617536,0.5450747049388887,0.5628926113148912,0.5530172430852576
2025-03-16,0.46153370952542794,0.6874368920096805,0.46838219731285974,0.5604876230877515,0.5101989695045609,0.5092232315497965,0.5216318304301412
2025-03-17,0.46145532708499554,0.6697139793191186,0.4612864306407899,0.5494606797251177,0.4929725597984967,0.5089405581221752,0.5092755017596716
2025-03-18,0.4613398089472428,0.6672942337939289,0.46317062973311895,0.5373590517330571,0.4730578730381598,0.4847973921639787,0.48692911545527096
2025-03-19,0.46122266854835237,0.6459033615205185,0.4522609317318477,0.5247565290680027,0.45706787116508757,0.47880453134865847,0.473716108673124
2025-03-20,0.46155322559029,0.6700357699767222,0.4653353788122571,0.5446500002634497,0.4992982577681534,0.5071541788308642,0.48409682071937365
2025-03-21,0.46158841210629037,0.6800444159135068,0.4651121756976519,0.541587079002541,0.4980288408769906,0.5309525632375105,0.49535589934326485
2025-03-22,0.46141172497489463,0.6763765738338361,0.46447012065797144,0.5251193800325595,0.4699492415834524,0.48342248692193873,0.4712326123901893
2025-03-23,0.4612364843949473,0.5739526342368648,0.45563060999368465,0.5092155013623518,0.4463229661407167,0.4476802491961491,0.4504875525868142
2025-03-24,0.4611970960330369,0.4958887714792127,0.45778684407678616,0.5043446975298409,0.44444299875943577,0.4478284320349341,0.4413617372754635
2025-03-25,0.4610728805271544,0.4971921040920612,0.45938937732658663,0.4933176437944156,0.4319738632546528,0.4333491027804249,0.4272717216260698
2025-03-26,0.46089609010505056,0.47608639655488244,0.4588702769338723,0.47829072969065806,0.41464309129715726,0.4032166163148919,0.4125449666728922
2025-03-27,0.46073075363005245,0.47596525332337314,0.4589277152892691,0.4644138201984333,0.4018645188935792,0.3919688523408914,0.4020493083621788
2025-03-28,0.4605551553968703,0.45829437557808034,0.4577469867991713,0.45043550552159395,0.389428116222483,0.370525493160926,0.390957929346342
2025-03-29,0.46061080331380666,0.47259442064985896,0.46183791584192424,0.454515581095411,0.4136471778800875,0.4274876629145301,0.4245013868514176
2025-03-30,0.46053282799228357,0.4164748009922014,0.4632295003253629,0.4480384483013372,0.4137462721791207,0.4440129622422724,0.42777080766425485
2025-03-31,0.46036002414995664,0.4044593940143911,0.4599559776901211,0.43456588932237417,0.399870127638478,0.41795836489838056,0.4135676097090727
2025-04-01,0.46018465647937595,0.35390139702383805,0.4592891409043691,0.42144890469223795,0.3877091198195369,0.39111808634791934,0.4007666801768882
2025-04-02,0.46020834144887857,0.3699350522596668,0.46321109266479005,0.4268443971266315,0.40608152239819884,0.40920489673830773,0.40390662546191575
2025-04-03,0.460251659190918,0.3696857351930793,0.46606579779412927,0.4315950191873142,0.42471953350271335,0.45552482789252036,0.4323432409485211
2025-04-04,0.46008527447759917,0.3474499340730927,0.46320644988527115,0.4194569289718579,0.4095813315279007,0.427999516418648,0.4174379996325909
2025-04-05,0.45992346753123275,0.34861744563401065,0.45617114079802445,0.40815381487355235,0.3975239881043085,0.40756642375646857,0.40496215406136
2025-04-06,0.4597533062516061,0.34028719359566,0.45125805092230686,0.39603201065317106,0.3866054068115866,0.39011756571516826,0.39437502275951153
2025-04-07,0.46043710232625906,0.4024280668944577,0.4678917205414075,0.4561987540294128,0.4929309475177398,0.5297568506277183,0.5259534789214076
2025-04-08,0.4602931858669236,0.40341209051530846,0.4690284634218328,0.44520333387575084,0.46984912486689623,0.49460245291441823,0.4998794058958379
2025-04-09,0.46042184768160727,0.37257046546725636,0.4743045926805713,0.4554806598884181,0.48551733968871835,0.5362742589875066,0.5214070517116265
2025-04-10,0.46163606275487007,0.4762495064904653,0.5060635698072008,0.5461121116573504,0.6093910144381669,0.5981772637315746,0.5684840982367039
2025-04-11,0.4617373450958363,0.49237047562551656,0.5106960282758183,0.5473695334198236,0.5952631056747253,0.6113079118831309,0.5733054492168499
2025-04-12,0.46201180049848184,0.5230015877868273,0.5203769679671152,0.5618604433065512,0.5990691673963167,0.6039682508271031,0.5629458470530625
2025-04-13,0.4619340998078028,0.5205625263876859,0.5217968612536323,0.5517668972890919,0.5674713973016396,0.5651417600276984,0.5357985638945036
2025-04-14,0.4618389877304697,0.5207157498670927,0.5206129465236101,0.5399217454969925,0.5395372308053598,0.5478475278548209,0.5186588468910447
2025-04-15,0.46168245712374406,0.5224399954596478,0.5207202799047012,0.5249874141027969,0.5055164693390187,0.5032109703345553,0.49110049379172976
2025-04-16,0.46153379233654934,0.5231294061112118,0.5205166937369352,0.5105769242464696,0.4790999133674527,0.48052374838226575,0.47141555059773155
2025-04-17,0.461361994058374,0.5232829351475802,0.5206517802245246,0.495313048710374,0.4535612359781701,0.44389985626368816,0.45019381308840906
2025-04-18,0.4612060529449489,0.5114618622138457,0.5205875058018641,0.48187699333293993,0.4343091843972664,0.4221002603362861,0.4330063602392285
2025-04-19,0.46103979573586734,0.5056852391840222,0.5206150284901957,0.46764135870276496,0.41724967960739345,0.40449651934941916,0.41861517518828517
2025-04-20,0.4608744577425344,0.5057360222360866,0.5209245712155423,0.45427168584375294,0.4029855663356542,0.38629224507603327,0.4054658058051601
2025-04-21,0.46070094220633295,0.5057402438701704,0.5202672955702039,0.44046190994514123,0.3901395043804906,0.36367289835884525,0.393739202158154
2025-04-22,0.4606737650039314,0.5026697149025446,0.5222280644456931,0.44025372177700656,0.40201422368520384,0.38079618872336235,0.39454641589127615
2025-04-23,0.46141663643572395,0.5375010187196914,0.5391077630786681,0.5014433586442444,0.5133391825697825,0.45590672130296933,0.4475986259039043
2025-04-24,0.46124394467950863,0.5376828063995416,0.5390512949417748,0.48628519016656213,0.4821740794791508,0.4221255481722336,0.42964406059473786
2025-04-25,0.4610713457106827,0.5377816426100327,0.5390341509012484,0.4715803217591421,0.455923739420276,0.394632085423187,0.4143058967509644
2025-04-26,0.46090937027814993,0.5364326482108301,0.5288294889084801,0.45834294588740015,0.43534268322709546,0.3795761969712436,0.4020164813255117
2025-04-27,0.4607371912696124,0.4696325006691541,0.5250257442023778,0.4443902364365806,0.41693871149839995,0.3599609570014209,0.39094148266004775
2025-04-28,0.4605866193229636,0.47443933992814813,0.5147005138190388,0.4324083216949151,0.4052110699160802,0.36338690325935774,0.3860322666786857
2025-04-29,0.46044426468677657,0.4418733134246578,0.515160868070179,0.4222973127369269,0.3964280996492449,0.36037611492263066,0.37963977922425196
2025-04-30,0.46028597339258054,0.3566642452748681,0.5153862290494156,0.41041697872801725,0.3871977176239129,0.3588192054534382,0.3749431872367334
2025-05-01,0.46011457073414114,0.3211476407094817,0.5141588100369984,0.39792685289372687,0.3773900105439816,0.34291642521216825,0.36818542591814335
2025-05-02,0.4600538584019947,0.29330083115968175,0.4783163860091157,0.39716545749535154,0.38699191222105533,0.35920264398056234,0.3711440810845531
2025-05-03,0.45988448918541114,0.2879469330861479,0.4420702268391664,0.3854339825219789,0.37738638024795296,0.34526475205082613,0.3650603942318191
2025-05-04,0.45973983616034714,0.27966312894496703,0.4422307984441255,0.37591904170614177,0.37401541065195837,0.353865529982414,0.3656725600157248
2025-05-05,0.4596302003464528,0.29131526613919034,0.436961597885495,0.3700262605982209,0.37724898534765405,0.3751655216906915,0.3736964788042344
2025-05-06,0.45946175739184475,0.28521717325207696,0.43667155547929837,0.35919575949379146,0.3687287685913829,0.35737819505320073,0.3657614168496436
